id_ip,group,group_class
358918,end-device,wifi client
358921,end-device,wifi client
358934,end-device,wifi client
358939,end-device,workstation
358940,end-device,wifi client
358973,end-device,workstation
358975,end-device,workstation
358979,end-device,wifi client
358990,end-device,ip camera
358992,end-device,wifi client
358994,server,vpn server
359012,end-device,wifi client
359018,end-device,workstation
359025,end-device,wifi client
359035,end-device,wifi client
359041,end-device,ip camera
359050,end-device,wifi client
359090,end-device,wifi client
359096,net-device,core router
359097,end-device,workstation
359118,end-device,wifi client
359134,server,metacentrum
359162,net-device,wifi router
359163,end-device,
359166,end-device,wifi client
359185,end-device,wifi client
359186,end-device,workstation
359196,end-device,wifi client
359200,server,metacentrum
359214,end-device,wifi client
359220,server,
359233,end-device,workstation
359247,end-device,workstation
359260,end-device,
359269,end-device,wifi client
359276,end-device,wifi client
359286,end-device,workstation
359309,end-device,wifi client
359332,end-device,wifi client
359343,net-device,wifi router
359344,end-device,wifi client
359350,server,web server
359360,end-device,wifi client
359372,end-device,
359379,end-device,wifi client
359383,server,
359403,end-device,workstation
359414,end-device,
359425,end-device,
359426,end-device,wifi client
359435,end-device,wifi client
359447,end-device,workstation
359452,end-device,
359463,end-device,wifi client
359484,end-device,workstation
359488,end-device,workstation
359501,end-device,
359529,end-device,wifi client
359541,end-device,wifi client
359542,end-device,wifi client
359555,end-device,wifi client
359561,end-device,
359563,end-device,
359611,end-device,wifi client
359642,end-device,wifi client
359646,end-device,
359649,end-device,wifi client
359650,end-device,wifi client
359664,end-device,wifi client
359697,end-device,workstation
359699,end-device,workstation
359701,end-device,
359709,end-device,wifi client
359711,end-device,wifi client
359717,end-device,wifi client
359725,server,metacentrum
359756,end-device,workstation
359768,server,vpn server
359783,end-device,
359806,end-device,wifi client
359843,end-device,wifi client
359878,end-device,wifi client
359880,end-device,wifi client
359887,end-device,workstation
359894,end-device,wifi client
359898,end-device,wifi client
359901,end-device,wifi client
359904,end-device,
359905,end-device,workstation
359911,end-device,
359915,end-device,
359939,end-device,wifi client
359949,end-device,
359968,end-device,
359970,end-device,wifi client
359972,end-device,
359973,end-device,
359974,end-device,workstation
359991,end-device,wifi client
359994,end-device,wifi client
359998,end-device,
360010,end-device,wifi client
360037,end-device,workstation
360041,server,vpn server
360051,end-device,wifi client
360071,end-device,workstation
360072,end-device,workstation
360082,end-device,workstation
360084,end-device,workstation
360085,end-device,wifi client
360092,end-device,wifi client
360097,end-device,
360101,end-device,wifi client
360104,end-device,
360105,end-device,
360119,end-device,
360132,end-device,wifi client
360141,end-device,workstation
360174,end-device,wifi client
360212,end-device,workstation
360216,end-device,
360233,end-device,wifi client
360245,end-device,wifi client
360257,end-device,wifi client
360263,end-device,workstation
360303,end-device,workstation
360313,end-device,workstation
360323,end-device,wifi client
360337,end-device,wifi client
360349,net-device,core router
360369,end-device,
360373,end-device,wifi client
360378,end-device,wifi client
360382,end-device,workstation
360389,end-device,wifi client
360396,end-device,wifi client
360400,end-device,wifi client
360407,end-device,wifi client
360426,end-device,
360430,end-device,wifi client
360431,end-device,wifi client
360437,end-device,workstation
360438,net-device,core router
360455,end-device,
360456,end-device,wifi client
360463,end-device,workstation
360465,end-device,
360472,net-device,wifi router
360485,end-device,workstation
360500,end-device,workstation
360501,end-device,wifi client
360509,end-device,wifi client
360510,end-device,
360519,server,web server
360541,end-device,workstation
360544,end-device,workstation
360595,end-device,
360600,end-device,wifi client
360601,end-device,voip
360604,end-device,wifi client
360628,end-device,workstation
360670,end-device,wifi client
360674,end-device,wifi client
360682,end-device,wifi client
360689,end-device,workstation
360703,end-device,wifi client
360707,end-device,wifi client
360726,end-device,workstation
360735,end-device,wifi client
360739,end-device,wifi client
360755,end-device,wifi client
360761,end-device,wifi client
360778,end-device,
360799,end-device,wifi client
360800,net-device,core router
360805,end-device,workstation
360811,end-device,
360814,end-device,workstation
360822,end-device,wifi client
360825,end-device,wifi client
360831,end-device,workstation
360837,end-device,wifi client
360849,end-device,
360857,end-device,wifi client
360859,end-device,
360860,end-device,wifi client
360864,end-device,wifi client
360865,end-device,workstation
360887,end-device,workstation
360894,end-device,wifi client
360906,end-device,
360908,end-device,workstation
360912,end-device,wifi client
360927,end-device,workstation
360934,end-device,workstation
360947,end-device,workstation
360953,end-device,wifi client
360954,end-device,wifi client
360955,end-device,wifi client
360961,end-device,wifi client
360975,end-device,
360984,end-device,wifi client
360990,end-device,
360995,end-device,wifi client
361062,end-device,wifi client
361086,end-device,wifi client
361087,end-device,workstation
361094,end-device,
361107,end-device,wifi client
361128,end-device,wifi client
361131,end-device,wifi client
361134,end-device,
361146,end-device,
361151,end-device,wifi client
361156,end-device,wifi client
361186,end-device,wifi client
361201,end-device,
361208,end-device,workstation
361248,end-device,wifi client
361273,end-device,wifi client
361284,end-device,wifi client
361285,server,
361303,end-device,wifi client
361310,server,data server
361311,end-device,wifi client
361315,end-device,wifi client
361319,end-device,wifi client
361329,end-device,
361345,end-device,wifi client
361353,end-device,workstation
361354,end-device,workstation
361360,end-device,wifi client
361378,server,metacentrum
361397,end-device,workstation
361418,end-device,wifi client
361420,end-device,wifi client
361430,end-device,workstation
361433,end-device,wifi client
361436,end-device,wifi client
361439,end-device,wifi client
361450,end-device,
361454,server,authentication server
361471,end-device,wifi client
361494,end-device,wifi client
361504,end-device,workstation
361510,net-device,wifi router
361522,end-device,wifi client
361533,end-device,
361544,end-device,wifi client
361553,end-device,wifi client
361566,end-device,workstation
361573,end-device,wifi client
361580,end-device,workstation
361582,end-device,wifi client
361590,end-device,wifi client
361591,end-device,wifi client
361595,end-device,
361612,end-device,wifi client
361615,end-device,
361616,end-device,workstation
361620,end-device,workstation
361623,end-device,wifi client
361644,end-device,wifi client
361645,end-device,wifi client
361652,end-device,wifi client
361659,end-device,wifi client
361666,end-device,workstation
361681,end-device,wifi client
361685,end-device,wifi client
361686,end-device,workstation
361692,end-device,wifi client
361703,end-device,wifi client
361722,end-device,
361725,end-device,
361739,end-device,voip
361760,server,cloud
361765,end-device,
361787,end-device,workstation
361789,end-device,wifi client
361793,end-device,workstation
361817,end-device,
361833,server,web server
361837,end-device,workstation
361838,end-device,workstation
361843,end-device,workstation
361846,end-device,wifi client
361861,end-device,workstation
361869,end-device,
361880,server,
361883,end-device,wifi client
361888,end-device,workstation
361901,end-device,
361902,end-device,
361903,end-device,workstation
361908,end-device,
361926,end-device,workstation
361936,server,
361942,net-device,wifi router
361956,end-device,
361958,server,
361972,end-device,workstation
361993,end-device,wifi client
362005,server,web server
362010,end-device,wifi client
362011,end-device,wifi client
362015,server,
362018,end-device,wifi client
362025,server,
362026,server,
362034,server,
362047,end-device,workstation
362049,end-device,workstation
362055,end-device,wifi client
362087,end-device,wifi client
362094,server,vpn server
362114,end-device,workstation
362120,end-device,wifi client
362127,end-device,workstation
362136,end-device,wifi client
362141,end-device,wifi client
362149,end-device,workstation
362159,end-device,
362160,end-device,wifi client
362162,end-device,wifi client
362170,end-device,wifi client
362175,end-device,wifi client
362177,end-device,workstation
362192,end-device,
362198,end-device,wifi client
362199,end-device,wifi client
362204,end-device,wifi client
362254,end-device,wifi client
362258,end-device,wifi client
362261,end-device,wifi client
362263,end-device,wifi client
362273,end-device,wifi client
362292,end-device,wifi client
362297,end-device,wifi client
362309,end-device,wifi client
362327,end-device,
362333,server,
362337,end-device,wifi client
362340,end-device,wifi client
362352,end-device,wifi client
362353,net-device,core router
362366,end-device,wifi client
362371,server,development server
362383,end-device,wifi client
362400,end-device,
362439,end-device,
362448,end-device,wifi client
362470,end-device,wifi client
362480,end-device,
362488,end-device,workstation
362491,end-device,wifi client
362492,end-device,wifi client
362497,end-device,wifi client
362507,end-device,wifi client
362519,end-device,wifi client
362528,end-device,
362545,end-device,wifi client
362566,end-device,wifi client
362586,end-device,
362595,end-device,workstation
362616,end-device,workstation
362619,end-device,
362666,end-device,
362689,end-device,wifi client
362726,end-device,workstation
362763,end-device,workstation
362806,end-device,wifi client
362808,end-device,workstation
362865,end-device,wifi client
362887,server,metacentrum
362894,server,mail server
362903,end-device,
362905,end-device,workstation
362917,end-device,wifi client
362921,end-device,
362922,end-device,workstation
362923,end-device,wifi client
362933,end-device,wifi client
362940,end-device,wifi client
362943,end-device,
362946,end-device,wifi client
362950,end-device,workstation
362962,end-device,wifi client
362963,end-device,wifi client
362964,end-device,workstation
362982,server,vpn server
362989,end-device,wifi client
362990,end-device,wifi client
362991,end-device,wifi client
363043,end-device,
363045,server,vpn server
363050,end-device,wifi client
363058,end-device,wifi client
363074,end-device,wifi client
363076,end-device,wifi client
363094,end-device,wifi client
363100,end-device,
363102,server,smtp server
363125,end-device,workstation
363132,end-device,wifi client
363142,end-device,wifi client
363151,end-device,wifi client
363164,end-device,
363169,end-device,wifi client
363179,end-device,wifi client
363206,end-device,workstation
363207,end-device,wifi client
363208,end-device,wifi client
363210,end-device,
363218,end-device,workstation
363234,end-device,wifi client
363238,end-device,wifi client
363261,end-device,wifi client
363285,end-device,wifi client
363322,end-device,workstation
363328,end-device,wifi client
363330,end-device,workstation
363342,end-device,
363346,end-device,wifi client
363349,end-device,
363372,end-device,wifi client
363386,end-device,wifi client
363389,end-device,workstation
363394,end-device,wifi client
363409,end-device,workstation
363415,end-device,wifi client
363438,end-device,wifi client
363439,end-device,workstation
363450,server,cloud
363456,end-device,
363457,end-device,
363458,end-device,wifi client
363464,end-device,workstation
363491,end-device,wifi client
363498,end-device,wifi client
363508,end-device,wifi client
363518,server,web server
363525,end-device,workstation
363536,end-device,wifi client
363539,end-device,workstation
363563,end-device,wifi client
363569,end-device,wifi client
363574,end-device,wifi client
363589,end-device,wifi client
363593,end-device,workstation
363602,end-device,wifi client
363616,end-device,
363621,end-device,wifi client
363623,end-device,ip camera
363633,end-device,
363647,end-device,workstation
363659,end-device,
363666,end-device,workstation
363688,server,
363690,end-device,wifi client
363695,end-device,workstation
363721,end-device,
363725,end-device,workstation
363728,end-device,
363752,end-device,wifi client
363768,end-device,workstation
363769,end-device,wifi client
363770,end-device,workstation
363771,end-device,wifi client
363786,end-device,wifi client
363811,end-device,wifi client
363831,end-device,wifi client
363860,end-device,wifi client
363873,end-device,workstation
363876,end-device,wifi client
363882,end-device,
363887,end-device,workstation
363888,end-device,workstation
363895,end-device,workstation
363898,end-device,workstation
363906,end-device,wifi client
363922,end-device,
363930,end-device,wifi client
363938,end-device,
363940,end-device,wifi client
363943,end-device,workstation
363961,end-device,
363965,end-device,wifi client
363972,end-device,workstation
363977,net-device,wifi router
364003,end-device,workstation
364020,end-device,wifi client
364027,end-device,
364065,end-device,wifi client
364091,end-device,wifi client
364127,end-device,wifi client
364135,end-device,wifi client
364148,end-device,workstation
364149,end-device,
364156,end-device,
364167,end-device,workstation
364175,end-device,wifi client
364176,end-device,
364178,end-device,wifi client
364199,end-device,workstation
364206,end-device,
364213,end-device,workstation
364219,end-device,workstation
364228,server,vpn server
364234,end-device,workstation
364246,end-device,
364251,end-device,wifi client
364267,net-device,wifi router
364268,end-device,
364281,end-device,
364285,end-device,wifi client
364292,end-device,workstation
364300,end-device,voip
364321,end-device,workstation
364329,end-device,wifi client
364345,end-device,workstation
364355,end-device,wifi client
364364,end-device,
364368,server,
364384,end-device,workstation
364399,end-device,voip
364405,end-device,wifi client
364426,server,metacentrum
364445,end-device,wifi client
364450,end-device,wifi client
364452,end-device,wifi client
364479,end-device,wifi client
364492,end-device,wifi client
364504,end-device,workstation
364526,end-device,wifi client
364538,net-device,wifi router
364543,end-device,workstation
364547,end-device,wifi client
364548,end-device,wifi client
364553,end-device,workstation
364554,end-device,
364565,end-device,wifi client
364573,server,vpn server
364575,end-device,wifi client
364586,end-device,workstation
364594,end-device,
364600,end-device,wifi client
364613,end-device,workstation
364627,end-device,wifi client
364633,end-device,workstation
364643,end-device,workstation
364657,end-device,wifi client
364679,end-device,wifi client
364687,end-device,
364700,net-device,core router
364714,end-device,wifi client
364722,end-device,wifi client
364724,end-device,ip camera
364729,end-device,wifi client
364750,end-device,workstation
364756,end-device,workstation
364758,end-device,workstation
364759,end-device,wifi client
364761,end-device,wifi client
364766,end-device,
364767,end-device,
364774,end-device,workstation
364779,end-device,wifi client
364780,end-device,wifi client
364781,end-device,wifi client
364782,end-device,workstation
364822,end-device,workstation
364840,end-device,wifi client
364844,end-device,
364848,end-device,wifi client
364858,end-device,workstation
364867,end-device,wifi client
364869,end-device,wifi client
364891,end-device,workstation
364908,server,cloud
364932,end-device,wifi client
364937,end-device,workstation
364938,net-device,wifi router
364943,server,vpn server
364956,end-device,wifi client
364958,server,web server
364967,end-device,
364979,end-device,
364984,end-device,wifi client
365010,server,vpn server
365029,end-device,wifi client
365079,end-device,
365094,end-device,wifi client
365104,end-device,workstation
365105,server,web server
365112,end-device,wifi client
365129,server,metacentrum
365135,end-device,
365145,end-device,workstation
365147,end-device,workstation
365154,end-device,wifi client
365179,end-device,wifi client
365198,end-device,wifi client
365203,end-device,wifi client
365204,end-device,wifi client
365223,end-device,
365233,end-device,wifi client
365239,end-device,workstation
365255,end-device,wifi client
365281,end-device,wifi client
365288,end-device,wifi client
365307,end-device,wifi client
365330,end-device,wifi client
365338,end-device,workstation
365353,end-device,wifi client
365359,end-device,wifi client
365375,end-device,
365417,end-device,wifi client
365421,end-device,workstation
365425,end-device,wifi client
365428,end-device,workstation
365447,end-device,wifi client
365449,end-device,wifi client
365480,end-device,
365486,end-device,wifi client
365500,end-device,
365509,end-device,wifi client
365519,server,web server
365524,end-device,workstation
365525,end-device,wifi client
365530,end-device,wifi client
365544,end-device,wifi client
365562,end-device,wifi client
365580,end-device,workstation
365584,server,
365600,end-device,wifi client
365603,end-device,wifi client
365605,end-device,
365607,end-device,
365611,end-device,wifi client
365616,server,
365620,end-device,workstation
365623,end-device,wifi client
365626,server,vpn server
365645,server,
365654,end-device,workstation
365669,end-device,workstation
365675,server,web server
365678,server,web server
365679,server,web server
365682,end-device,wifi client
365700,server,
365729,end-device,
365733,end-device,
365741,end-device,workstation
365748,end-device,wifi client
365752,end-device,workstation
365769,end-device,wifi client
365775,end-device,wifi client
365786,end-device,workstation
365793,end-device,workstation
365815,net-device,core router
365817,end-device,workstation
365818,end-device,wifi client
365823,end-device,wifi client
365825,end-device,workstation
365837,server,web server
365852,end-device,wifi client
365864,end-device,workstation
365872,end-device,wifi client
365887,end-device,wifi client
365898,end-device,wifi client
365904,end-device,
365930,end-device,workstation
365935,end-device,
365938,end-device,wifi client
365961,end-device,wifi client
365967,end-device,wifi client
365969,end-device,wifi client
365979,server,cloud
365990,end-device,wifi client
365992,end-device,wifi client
366005,end-device,
366012,end-device,wifi client
366045,server,cloud
366056,end-device,wifi client
366057,end-device,wifi client
366058,end-device,wifi client
366068,end-device,workstation
366089,net-device,core router
366106,end-device,wifi client
366117,end-device,wifi client
366129,end-device,
366157,end-device,workstation
366160,end-device,wifi client
366167,server,smtp server
366200,end-device,wifi client
366202,end-device,
366214,end-device,workstation
366237,end-device,wifi client
366242,server,vpn server
366259,end-device,workstation
366274,end-device,wifi client
366279,end-device,
366285,end-device,workstation
366297,end-device,wifi client
366302,server,vpn server
366303,end-device,wifi client
366307,end-device,
366328,end-device,wifi client
366372,end-device,wifi client
366378,end-device,workstation
366389,end-device,workstation
366390,end-device,wifi client
366416,end-device,workstation
366417,end-device,workstation
366426,end-device,wifi client
366440,end-device,
366456,end-device,
366492,end-device,workstation
366515,end-device,workstation
366517,end-device,workstation
366529,end-device,wifi client
366562,end-device,wifi client
366569,end-device,wifi client
366572,end-device,workstation
366578,end-device,
366614,end-device,wifi client
366672,end-device,workstation
366675,end-device,workstation
366697,end-device,
366701,server,cloud
366716,end-device,
366737,end-device,wifi client
366738,end-device,wifi client
366747,end-device,wifi client
366750,end-device,workstation
366799,end-device,wifi client
366803,end-device,wifi client
366828,end-device,
366830,server,vpn server
366840,end-device,wifi client
366852,end-device,wifi client
366858,end-device,wifi client
366866,end-device,wifi client
366880,end-device,
366905,end-device,
366909,end-device,wifi client
366915,end-device,wifi client
366935,end-device,
366936,end-device,wifi client
366947,end-device,workstation
366949,end-device,wifi client
366952,end-device,wifi client
366960,end-device,wifi client
366969,end-device,wifi client
366998,end-device,workstation
367000,end-device,wifi client
367006,end-device,
367010,server,cloud
367015,end-device,wifi client
367026,end-device,
367041,end-device,wifi client
367073,end-device,workstation
367075,end-device,wifi client
367080,end-device,wifi client
367108,end-device,workstation
367114,end-device,
367153,end-device,wifi client
367154,end-device,wifi client
367157,end-device,wifi client
367189,server,vpn server
367196,end-device,wifi client
367200,end-device,wifi client
367208,end-device,wifi client
367213,end-device,workstation
367226,end-device,
367237,end-device,wifi client
367242,end-device,workstation
367251,end-device,wifi client
367253,end-device,wifi client
367264,end-device,wifi client
367288,end-device,
367291,end-device,
367294,end-device,
367312,end-device,workstation
367331,end-device,workstation
367338,end-device,workstation
367344,end-device,workstation
367382,end-device,wifi client
367383,end-device,wifi client
367391,end-device,wifi client
367401,end-device,wifi client
367407,end-device,workstation
367414,net-device,wifi router
367435,end-device,wifi client
367465,end-device,
367472,end-device,wifi client
367476,end-device,workstation
367517,end-device,wifi client
367543,end-device,
367548,end-device,wifi client
367551,end-device,ip camera
367570,end-device,
367574,server,web server
367577,server,
367579,end-device,wifi client
367581,end-device,wifi client
367586,end-device,workstation
367598,end-device,workstation
367600,end-device,workstation
367601,end-device,voip
367605,end-device,wifi client
367631,end-device,workstation
367633,end-device,workstation
367641,end-device,wifi client
367646,server,vpn server
367648,end-device,wifi client
367650,end-device,wifi client
367653,end-device,workstation
367657,end-device,workstation
367659,end-device,workstation
367660,end-device,
367661,end-device,wifi client
367662,end-device,
367665,end-device,wifi client
367695,end-device,wifi client
367696,end-device,wifi client
367698,end-device,wifi client
367717,end-device,
367735,end-device,wifi client
367740,end-device,wifi client
367764,end-device,workstation
367768,end-device,wifi client
367774,end-device,wifi client
367776,end-device,workstation
367777,end-device,wifi client
367785,end-device,wifi client
367790,end-device,wifi client
367794,end-device,wifi client
367814,end-device,
367833,end-device,workstation
367847,end-device,voip
367849,end-device,
367855,end-device,wifi client
367867,end-device,workstation
367884,end-device,workstation
367888,server,
367899,end-device,wifi client
367908,end-device,wifi client
367960,end-device,workstation
367962,end-device,
367970,end-device,workstation
367977,end-device,wifi client
368021,end-device,workstation
368022,end-device,workstation
368025,server,metacentrum
368039,end-device,wifi client
368040,end-device,
368042,end-device,wifi client
368049,end-device,workstation
368051,end-device,wifi client
368110,end-device,wifi client
368119,end-device,
368133,server,vpn server
368163,end-device,workstation
368164,end-device,wifi client
368173,end-device,
368183,end-device,workstation
368185,end-device,wifi client
368195,end-device,wifi client
368213,end-device,wifi client
368225,end-device,wifi client
368266,end-device,wifi client
368282,server,nas server
368286,end-device,workstation
368295,end-device,wifi client
368308,end-device,wifi client
368320,end-device,
368322,end-device,wifi client
368338,end-device,
368351,end-device,workstation
368360,end-device,wifi client
368368,end-device,voip
368378,server,metacentrum
368384,end-device,
368413,end-device,wifi client
368416,end-device,
368419,end-device,wifi client
368420,end-device,workstation
368427,end-device,wifi client
368440,end-device,wifi client
368446,end-device,wifi client
368448,end-device,
368453,end-device,wifi client
368454,end-device,
368487,end-device,workstation
368492,end-device,wifi client
368498,end-device,wifi client
368503,end-device,wifi client
368531,end-device,wifi client
368560,end-device,workstation
368564,end-device,
368574,end-device,workstation
368578,end-device,wifi client
368597,end-device,wifi client
368598,end-device,workstation
368620,end-device,wifi client
368635,end-device,workstation
368641,server,metacentrum
368655,end-device,wifi client
368662,end-device,wifi client
368664,end-device,wifi client
368671,server,metacentrum
368688,server,metacentrum
368704,server,vpn server
368709,end-device,wifi client
368723,end-device,workstation
368731,end-device,
368734,end-device,wifi client
368747,end-device,workstation
368753,end-device,workstation
368763,end-device,workstation
368796,end-device,workstation
368811,end-device,wifi client
368812,end-device,
368830,end-device,wifi client
368838,end-device,wifi client
368878,end-device,wifi client
368891,end-device,wifi client
368892,end-device,workstation
368903,end-device,
368906,end-device,wifi client
368914,end-device,wifi client
368923,end-device,workstation
368979,end-device,workstation
368983,end-device,wifi client
369019,end-device,
369022,end-device,workstation
369027,end-device,workstation
369034,end-device,workstation
369037,end-device,wifi client
369042,end-device,wifi client
369053,end-device,workstation
369054,end-device,wifi client
369060,end-device,workstation
369062,end-device,
369079,end-device,
369090,end-device,wifi client
369095,end-device,
369122,end-device,
369149,server,vpn server
369162,end-device,wifi client
369171,server,
369202,end-device,wifi client
369206,end-device,wifi client
369211,end-device,
369215,end-device,wifi client
369230,end-device,wifi client
369246,end-device,wifi client
369269,end-device,
369285,end-device,
369296,end-device,
369309,end-device,wifi client
369312,end-device,
369314,server,
369330,end-device,workstation
369337,server,web server
369341,end-device,
369349,end-device,wifi client
369356,server,web server
369359,end-device,
369367,end-device,
369369,end-device,wifi client
369382,server,
369396,end-device,workstation
369397,end-device,wifi client
369401,end-device,
369403,end-device,workstation
369430,end-device,wifi client
369434,end-device,wifi client
369439,end-device,
369440,end-device,wifi client
369448,end-device,wifi client
369456,end-device,workstation
369462,end-device,
369468,end-device,workstation
369474,end-device,workstation
369482,end-device,wifi client
369499,end-device,wifi client
369525,end-device,wifi client
369528,end-device,wifi client
369554,end-device,wifi client
369555,end-device,wifi client
369556,server,nas server
369561,end-device,workstation
369587,end-device,workstation
369603,server,
369604,end-device,workstation
369628,end-device,wifi client
369631,end-device,workstation
369638,end-device,
369656,end-device,
369663,end-device,wifi client
369672,end-device,wifi client
369690,end-device,workstation
369691,end-device,
369693,end-device,wifi client
369706,end-device,workstation
369724,end-device,workstation
369733,end-device,workstation
369753,end-device,workstation
369773,end-device,wifi client
369775,end-device,wifi client
369780,end-device,wifi client
369808,end-device,workstation
369810,end-device,wifi client
369822,end-device,workstation
369828,end-device,workstation
369829,end-device,workstation
369839,end-device,workstation
369850,end-device,
369854,end-device,wifi client
369859,end-device,
369863,server,vpn server
369864,end-device,wifi client
369865,end-device,workstation
369866,end-device,wifi client
369872,end-device,
369873,end-device,wifi client
369897,end-device,wifi client
369898,end-device,
369912,end-device,workstation
369936,end-device,workstation
369939,end-device,
369944,end-device,wifi client
369976,end-device,workstation
369978,end-device,
369981,end-device,
369996,end-device,workstation
370002,end-device,workstation
370020,end-device,workstation
370034,end-device,wifi client
370045,end-device,wifi client
370047,end-device,wifi client
370057,end-device,wifi client
370062,end-device,
370078,net-device,core router
370080,server,vpn server
370102,end-device,workstation
370118,end-device,wifi client
370120,net-device,wifi router
370122,end-device,wifi client
370132,end-device,wifi client
370134,end-device,
370144,end-device,workstation
370148,end-device,wifi client
370160,end-device,workstation
370164,end-device,wifi client
370170,server,vpn server
370191,end-device,workstation
370200,end-device,wifi client
370201,end-device,wifi client
370202,end-device,workstation
370217,end-device,wifi client
370230,end-device,wifi client
370232,server,
370240,end-device,
370257,end-device,
370271,end-device,wifi client
370282,end-device,wifi client
370284,end-device,wifi client
370289,end-device,
370329,end-device,wifi client
370375,end-device,wifi client
370378,end-device,wifi client
370390,end-device,workstation
370411,end-device,
370413,server,web server
370419,end-device,wifi client
370431,net-device,wifi router
370437,end-device,workstation
370443,end-device,wifi client
370448,end-device,wifi client
370454,end-device,wifi client
370455,end-device,wifi client
370459,end-device,workstation
370492,server,web server
370503,end-device,workstation
370516,end-device,
370531,end-device,wifi client
370546,end-device,ip camera
370552,end-device,wifi client
370589,end-device,wifi client
370608,end-device,workstation
370618,end-device,wifi client
370646,end-device,
370651,end-device,wifi client
370665,end-device,wifi client
370673,end-device,
370684,server,vpn server
370689,end-device,workstation
370703,end-device,workstation
370723,end-device,
370729,end-device,
370741,end-device,workstation
370751,end-device,wifi client
370789,server,vpn server
370791,end-device,
370803,end-device,wifi client
370810,end-device,workstation
370820,end-device,workstation
370840,end-device,voip
370845,end-device,wifi client
370847,end-device,workstation
370850,end-device,wifi client
370862,end-device,
370871,end-device,wifi client
370874,end-device,
370875,end-device,voip
370878,end-device,
370889,end-device,workstation
370892,end-device,wifi client
370893,end-device,workstation
370904,end-device,voip
370956,end-device,wifi client
370972,end-device,wifi client
370984,end-device,
370988,end-device,
370997,end-device,
371022,end-device,wifi client
371036,end-device,
371047,end-device,wifi client
371056,end-device,
371078,end-device,wifi client
371085,end-device,wifi client
371091,end-device,workstation
371097,end-device,wifi client
371106,end-device,wifi client
371120,end-device,workstation
371135,end-device,wifi client
371162,end-device,wifi client
371168,end-device,workstation
371181,end-device,
371186,net-device,core router
371187,end-device,workstation
371196,end-device,
371211,end-device,wifi client
371212,end-device,workstation
371234,end-device,
371238,end-device,workstation
371254,end-device,workstation
371259,server,vpn server
371287,end-device,workstation
371301,end-device,wifi client
371315,end-device,wifi client
371346,end-device,
371350,end-device,wifi client
371356,end-device,workstation
371371,end-device,
371372,end-device,wifi client
371375,end-device,
371376,end-device,workstation
371380,end-device,wifi client
371430,server,vpn server
371433,end-device,wifi client
371451,end-device,
371476,end-device,wifi client
371477,end-device,
371486,end-device,wifi client
371493,end-device,ip camera
371504,end-device,wifi client
371524,end-device,workstation
371525,end-device,wifi client
371536,server,vpn server
371550,end-device,wifi client
371587,end-device,workstation
371635,end-device,workstation
371651,end-device,
371657,end-device,workstation
371671,end-device,wifi client
371706,end-device,wifi client
371709,end-device,wifi client
371714,end-device,wifi client
371723,end-device,
371724,end-device,wifi client
371733,server,development server
371740,end-device,
371741,end-device,wifi client
371749,end-device,wifi client
371760,end-device,wifi client
371782,end-device,
371792,end-device,
371810,end-device,wifi client
371840,end-device,wifi client
371849,end-device,
371855,end-device,wifi client
371865,end-device,
371873,end-device,wifi client
371882,end-device,wifi client
371886,end-device,voip
371892,end-device,wifi client
371893,end-device,
371902,end-device,
371908,end-device,wifi client
371913,server,mail server
371921,end-device,wifi client
371923,end-device,
371925,end-device,workstation
371931,end-device,wifi client
371932,end-device,wifi client
371942,end-device,wifi client
371943,end-device,wifi client
371945,end-device,wifi client
371948,end-device,workstation
371954,end-device,wifi client
371957,server,proxy server
371958,end-device,workstation
371966,server,proxy server
371974,end-device,workstation
371976,end-device,wifi client
372009,end-device,wifi client
372034,end-device,wifi client
372086,end-device,wifi client
372094,server,nas server
372108,server,vpn server
372114,end-device,
372127,end-device,workstation
372139,end-device,wifi client
372145,end-device,workstation
372155,end-device,workstation
372162,end-device,wifi client
372167,end-device,wifi client
372171,end-device,wifi client
372196,end-device,wifi client
372197,net-device,wifi router
372200,server,
372209,end-device,workstation
372220,net-device,wifi router
372238,end-device,wifi client
372249,end-device,wifi client
372250,end-device,workstation
372256,net-device,wifi router
372258,end-device,
372259,end-device,workstation
372266,server,vpn server
372273,end-device,workstation
372275,end-device,wifi client
372276,end-device,wifi client
372283,end-device,workstation
372289,end-device,wifi client
372291,end-device,wifi client
372357,end-device,workstation
372373,end-device,wifi client
372375,end-device,wifi client
372377,end-device,workstation
372383,server,vpn server
372385,end-device,wifi client
372399,end-device,
372404,end-device,wifi client
372410,end-device,workstation
372411,end-device,wifi client
372413,end-device,wifi client
372429,end-device,wifi client
372446,end-device,wifi client
372460,end-device,workstation
372470,server,nas server
372477,end-device,
372480,end-device,workstation
372509,end-device,workstation
372514,end-device,voip
372516,server,vpn server
372517,end-device,workstation
372549,net-device,wifi router
372556,server,authentication server
372561,end-device,workstation
372563,end-device,workstation
372570,end-device,wifi client
372572,end-device,
372574,end-device,wifi client
372578,end-device,wifi client
372596,end-device,wifi client
372603,server,
372617,end-device,
372640,end-device,workstation
372641,end-device,wifi client
372647,server,metacentrum
372665,server,cloud
372680,end-device,
372681,end-device,wifi client
372698,server,web server
372704,end-device,workstation
372708,end-device,
372713,end-device,wifi client
372718,end-device,workstation
372722,end-device,wifi client
372732,end-device,wifi client
372739,end-device,wifi client
372742,end-device,workstation
372744,end-device,
372746,end-device,
372770,end-device,wifi client
372775,end-device,
372776,end-device,
372800,end-device,workstation
